Id,VendorNo,LicenseNo,TradeName,DBA,Phone,ShippingAddress1,ShippingAddress2,ShippingCity,ShippingState,ShippingZip,BillingAddress1,BillingAddress2,BillingCity,BillingState,BillingZip,IsActive,BillingAddressSameAsShipping,TotalAcceptedYtd,LastDateAccepted
448,604503117,426017,P&E PRODUCTIONS,P&E PRODUCTIONS,(253) 561-5360,33100 SCHEIBNER RD STE A,,WILBUR,WA,99185-0000,,,,,,true,true,,
449,6033501280010001,412610,CANNABIS CREATIONS 509,CANNABIS CREATIONS 509,(509) 429-1456,91 RAZOR RD,,TONASKET,WA,98855-9698,,,,,,true,true,,
450,6033497630010001,412612,NORTHWEST RECREATIONAL,NORTHWEST RECREATIONAL,(253) 882-6344,540 RON LEE LANE NW,,OLYMPIA,WA,98502-0000,,,,,,true,true,,
451,6033443250010001,412615,R&B GROUP,R&B GROUP,(206) 595-7656,3601 W MARGINAL WAY SW #2,,SEATTLE,WA,98106-1142,,,,,,true,true,1032110,2026-02-24T21:32:32.873000
452,6033366290010001,412616,TWELFTH MAN MARY LLC,TWELFTH MAN MARY LLC,(213) 948-6486,5116 N GORDON RD STE A,,SPOKANE,WA,99224-0000,,,,,,true,true,,
453,6033215040010001,412618,MONKEY GRASS FARMS,MONKEY GRASS FARMS,(509) 264-4694,3710 HWY 97 A,,WENATCHEE,WA,98801-0000,,,,,,true,true,,
454,6032963530010001,412621,SGB,SGB,(206) 579-5946,7047 E MARGINAL WAY S UNIT B,,SEATTLE,WA,98108-3412,,,,,,true,true,,
455,6032928360010001,412622,CHIPPER GARDENS,CHIPPER GARDENS,(360) 363-4493,8618 99TH AVE NE STE A,STE A,ARLINGTON,WA,98223-6205,,,,,,true,true,,
456,6034832830010001,412691,EAST MOUNTAIN BUD,EAST MOUNTAIN BUD,(360) 708-1216,920 288TH ST NE STE A,STE A,STANWOOD,WA,98292-9485,,,,,,true,true,,
457,6034245250010001,412704,CLOUD 9 FARMS,CLOUD 9 FARMS,(360) 751-1805,207 DOUGLAS ST,,KELSO,WA,98626-1405,,,,,,true,true,,
458,6033520350010001,412720,OMG SYKES,OMG SYKES,(425) 327-1350,5115 WOODS CREEK RD,,MONROE,WA,98272-7249,,,,,,true,true,,
459,6033526610010001,412728,C BLOCK GROUP,C BLOCK GROUP,(509) 747-4194,3712 SPOKANE BRIDGE RD STE A,,LIBERTY LAKE,WA,99019-9464,,,,,,true,true,,
460,6033514000010001,412741,AGROPACK,AGROPACK,(360) 462-3400,391 E EXPORT RD,,SHELTON,WA,98584-0000,,,,,,true,true,,
461,6033512340010001,412742,420 PRODUCTS,420 PRODUCTS,(206) 794-3797,21 154TH DR SE STE A,STE A,SNOHOMISH,WA,98290-7780,,,,,,true,true,,
462,6033512300010001,412743,FUNKY FARMS,FUNKY FARMS,(509) 413-6600,31526 N LIDGERWOOD LN STE 1,,DEER PARK,WA,99006-8327,,,,,,true,true,,
463,6033511180010001,412744,PLATINUM LEAF SOCIETY,PLATINUM LEAF SOCIETY,(845) 616-1568,2232 PORT OF TACOMA RD,,TACOMA,WA,98421-3607,,,,,,true,true,,
464,6033507920010001,412745,THE GREENBLUFF GARDENER,THE GREENBLUFF GARDENER,(509) 362-3650,16802 N APPLEWOOD LN STE A,,MEAD,WA,99021-9100,,,,,,true,true,,
465,6033507570010001,412746,TKO RESERVE,TKO RESERVE,(702) 355-9181,234805 STRAIGHT BANK RD,SUITE E,KENNEWICK,WA,99337-0000,,,,,,true,true,,
466,6033505550010001,412747,DELTA#NINE,DELTA#NINE,(360) 752-9494,7029 GUIDE MERIDIAN RD SUITE C,,LYNDEN,WA,98264-9669,,,,,,true,true,,
467,6033480370010001,412752,WASHINGTON BUD COMPANY,WASHINGTON BUD COMPANY,(206) 362-0203,28308 15TH AVE NE STE A,,ARLINGTON,WA,98223-9163,,,,,,true,true,,
468,6027083741,429907,MICHAEL LEE COOK,MICHAEL LEE COOK,(831) 345-6388,41305 N GRIFFIN RD UNIT B,,GRANDVIEW,WA,98930-9688,,,,,,true,true,,
469,6033187730010001,412756,MMS GARDENS,MMS GARDENS,(206) 660-0082,16 COW TRAIL RD,,TONASKET,WA,98665-0000,,,,,,true,true,,
470,6031652030010001,412760,INLAND EMPIRE GROWING,INLAND EMPIRE GROWING,(509) 944-5782,"13026 W MCFARLANE RD D3-2,D3-3",UNIT D3-2,AIRWAY HEIGHTS,WA,99001-5099,,,,,,true,true,,
471,6030492380010002,412984,WAREHOUSE 420,WAREHOUSE 420,(360) 388-8867,21847 LEE RD SW,,CENTRALIA,WA,98531-9700,,,,,,true,true,,
472,6034628620010001,412985,HORSESHOE PINES,HORSESHOE PINES,(360) 350-0805,8629 LITTLEROCK RD SW SUITE A,,OLYMPIA,WA,98512-7457,,,,,,true,true,,
473,6033561190010001,412991,AMERIKAN WEED,AMERIKAN WEED,(253) 397-4738,3223 C ST NE UNIT 9,UNIT 9,AUBURN,WA,98002-1720,,,,,,true,true,,
474,6033544170010001,412994,PACIFIC CANNA CLONES,PACIFIC CANNA CLONES,(360) 532-0500,215 OCEAN BEACH RD STE A,,HOQUIAM,WA,98550-9528,,,,,,true,true,,
475,6033524870010001,412997,PAINTED STUMP,PAINTED STUMP,(360) 286-6046,1199 W CUNNINGHAM RD D,,OTHELLO,WA,99344-0000,,,,,,true,true,,
476,6033526800010001,413000,OKPGA,OKPGA,(509) 486-1086,504 MCLAUGHLIN CANYON RD STE A,,RIVERSIDE,WA,98849-9622,,,,,,true,true,,
477,6033531990010001,413001,OLYMPIC MOUNTAIN MAN FARM,OLYMPIC MOUNTAIN MAN FARM,(360) 460-1642,297 BEAR MEADOW RD STE A,,PORT ANGELES,WA,98362-8221,,,,,,true,true,,
478,6033532660010001,413002,ROCHESTER FARMS,ROCHESTER FARMS,(253) 405-0133,10011 173RD AVE SW,,ROCHESTER,WA,98579-9546,,,,,,true,true,,
479,6031780220010002,413011,DAY DREAM FARM,DAY DREAM FARM,(425) 289-9509,28011 NE 4TH PL STE 2,,REDMOND,WA,98053-9000,,,,,,true,true,,
480,6040314650010001,413014,FORTY TO FIVE FARMS,FORTY TO FIVE FARMS,(509) 216-7811,5805 E SHARP AVE UNIT C-8,,SPOKANE VALLEY,WA,99212-0948,,,,,,true,true,,
481,6033520140010001,413018,THE GREEN GREEN GRASS OF HOME,THE GREEN GREEN GRASS OF HOME,(509) 394-2453,1891 LEE ROAD,STE A,WASHTUCNA,WA,99371-9746,,,,,,true,true,,
482,6033512170010001,413020,GROWN IN WA,GROWN IN WA,(360) 425-4211,443 CARLON LOOP RD STE A,,LONGVIEW,WA,98632-9601,,,,,,true,true,,
483,6033508340010001,413021,PUFFIN FARM,PUFFIN FARM,(206) 963-9588,500 ROCKY RIVER RD STE A,STE A,ELLENSBURG,WA,98926-4022,,,,,,true,true,,
484,6032862770010001,413029,VIRGINIA COMPANY,VIRGINIA COMPANY,(571) 239-5245,6021 E MANSFIELD AVE STE 100,,SPOKANE VALLEY,WA,99212-0000,,,,,,true,true,,
485,6033491720010002,413092,FC PRODUCER-1,FC PRODUCER-1,(206) 453-0587,1199 W CUNNINGHAM RD A,,OTHELLO,WA,99344-0000,,,,,,true,true,,
486,6033495420010002,413095,ONE OF A KIND GENETICS,ONE OF A KIND GENETICS,(425) 647-1217,2504 HARTFORD DR,,LAKE STEVENS,WA,98258-8645,,,,,,true,true,,
487,6033501030010001,413097,NORTHWESTPEARL,NORTHWESTPEARL,(707) 227-9932,340 E MILLWRIGHT RD BLDG A,STE A,SHELTON,WA,98584-8253,,,,,,true,true,,
488,6033503330010001,413099,GREEN ACRE PHARMS,GREEN ACRE PHARMS,(206) 714-4983,9642 PADILLA HEIGHTS RD,#103-106,ANACORTES,WA,98221-8604,,,,,,true,true,,
489,6034099360010001,413102,MAGNUM BUDS,MAGNUM BUDS,(253) 283-7276,19310 128TH AVE SE,STE A,YELM,WA,98597-9619,,,,,,true,true,,
490,6034857620010001,413104,MOONLIT FARM,MOONLIT FARM,(253) 939-1707,17 STREETER BOSCH ROAD,,TONASKET,WA,98855-0000,,,,,,true,true,,
491,6034495230010001,413107,OLYMPUS HORTICULTURE,OLYMPUS HORTICULTURE,(360) 452-9547,123 ELWHA RD,,PORT ANGELES,WA,98362-9385,,,,,,true,true,,
492,6034894350010001,413110,GOING GREEN,GOING GREEN,(360) 693-0510,3214 NE 65TH ST,,VANCOUVER,WA,98663-1456,,,,,,true,true,,
493,6033564380010001,413123,MANASTASH GARDENS,MANASTASH GARDENS,(360) 970-9590,540 RONLEE LN NW STE B,,OLYMPIA,WA,98502-9265,,,,,,true,true,,
494,6030900150010001,413126,THE GREEN DOOR,THE GREEN DOOR,(509) 209-0851,1517 E DEER PARK MILAN RD,,DEER PARK,WA,99006-8179,,,,,,true,true,,
495,6031070000010001,413127,GREEN HEALTH ORGANIZATION,GREEN HEALTH ORGANIZATION,(360) 474-8004,3631 VINEYARD WAY STE A,,KETTLE FALLS,WA,99141-8853,,,,,,true,true,,
496,6031170160010001,413128,PACIFIC COAST NORTHERN,PACIFIC COAST NORTHERN,(206) 397-4197,921 S HARNEY STREET,,SEATTLE,WA,98108-0000,,,,,,true,true,,
497,6032629010010001,413130,FARMWEST 1,FARMWEST 1,(360) 927-7967,18 RIVERVIEW RD # B,,OMAK,WA,98841-9415,,,,,,true,true,,
498,6032711150010001,413131,THCBD,THCBD,(509) 720-4633,4310 E TRENT AVE,,SPOKANE,WA,99212-0000,,,,,,true,true,,
499,6032939160010001,413134,THE FOUR TWENTY COLLECTION,THE FOUR TWENTY COLLECTION,(724) 255-7543,99 GREENACRES RD LOT A,,RIVERSIDE,WA,98849-9625,,,,,,true,true,,
500,6033532670010003,413201,NIRVANA GARDENS,NIRVANA GARDENS,(808) 283-8512,1831 S BANK RD,,OAKVILLE,WA,98568-9746,,,,,,true,true,,
501,6034366320010001,413204,FREEDOM FARMS,FREEDOM FARMS,(509) 991-6257,1110 N STANLEY RD,,SPOKANE VALLEY,WA,99212-0923,,,,,,true,true,,
502,6033530350010001,413207,GROWN GREEN NORTHWEST,GROWN GREEN NORTHWEST,(425) 829-1105,15701 OK MILL RD STE A,,SNOHOMISH,WA,98290-7739,,,,,,true,true,,
503,6033563900010001,413209,ATOMIC GREEN,ATOMIC GREEN,(360) 561-2500,6031 OLD OLYMPIC HWY SW STE A,,OLYMPIA,WA,98512-9425,,,,,,true,true,,
504,603356426,413210,SPENCER'S MOUNTAIN LLC,SPENCER'S MOUNTAIN LLC,(509) 993-7199,1107 E 1ST AVE,,SPOKANE,WA,99202-0000,,,,,,true,true,,
505,6033569560010001,413211,NATURAL PATHS,NATURAL PATHS,(360) 795-0058,628 STATE ROUTE 409,,CATHLAMET,WA,98612-9730,,,,,,true,true,,
506,6033569690010001,413215,NW HERBAL GARDENS,NW HERBAL GARDENS,(425) 737-3898,4722 169TH AVE NE STE A,STE A,SNOHOMISH,WA,98290-0908,,,,,,true,true,,
507,6034423320010001,413220,PACIFIC GROWERS NORTHWEST,PACIFIC GROWERS NORTHWEST,(425) 941-6831,5845 192ND AVE SW STE 104,,ROCHESTER,WA,98579-9201,,,,,,true,true,,
508,6033570240010001,413225,PACIFIC NORTHWEST GROWERS,PACIFIC NORTHWEST GROWERS,(509) 990-5340,11509 W 21ST AVE BLD 2,STE 300,AIRWAY HEIGHTS,WA,99001-5101,,,,,,true,true,,
509,6033570270010001,413226,GREEN PEAKS,GREEN PEAKS,(509) 294-9645,461 MCCLOUD CREEK RD,,NEWPORT,WA,99156-9740,,,,,,true,true,,
510,6033520290010001,413277,SELECT LABEL,SELECT LABEL,(360) 230-8203,1304 WHEELER RD NE,,MOSES LAKE,WA,98837-0000,,,,,,true,true,,
511,6033505740010001,413287,GROW OP FARMS,GROW OP FARMS,(509) 290-3301,2611 N WOODRUFF RD STE B,,SPOKANE VALLEY,WA,99206-4138,,,,,,true,true,1019312,2026-05-15T19:15:59.200000
512,6029906840010001,413288,AISLING ENTERPRISES,AISLING ENTERPRISES,(509) 315-5419,3833 EAST BISMARK AVE,,SPOKANE,WA,99217-6504,,,,,,true,true,,
513,6034612700010002,413289,FLYING K FARMS,FLYING K FARMS,(206) 715-3174,440 GRUBB RD STE 2,,WENATCHEE,WA,98801-0000,,,,,,true,true,,
514,6033341280010002,413293,AGAPE RESEARCH WA,AGAPE RESEARCH WA,(206) 391-7365,2002 VALLEY HWY STE A,STE A,ACME,WA,98220-9635,,,,,,true,true,,
515,6033563730010001,413622,BLACKSMITH FARMS,BLACKSMITH FARMS,(518) 221-8851,6251 NE BEAR CREEK DEWATTO RD,,BELFAIR,WA,98528-8795,,,,,,true,true,,
516,6033566930010001,413625,THE HIGH POINT,THE HIGH POINT,(360) 301-0257,4429 COYLE RD,,QUILCENE,WA,98376-0000,,,,,,true,true,,
517,604078660,413626,TRIPLE R FARMS,TRIPLE R FARMS,(253) 985-1520,50 W WESTFIELD CT UNIT B&D,,SHELTON,WA,98584-0000,,,,,,true,true,,
518,6033513820010001,413631,JBC GROW,JBC GROW,(360) 201-8965,2121 LINCOLN ST,,BELLINGHAM,WA,98225-4147,,,,,,true,true,,
519,6034429790010001,413650,OH MCDONALD FARMS,OH MCDONALD FARMS,(360) 966-6785,250 W AXTON RD,,BELLINGHAM,WA,98226-7315,,,,,,true,true,,
520,6033885800010001,413651,NORTH WEST ROOTS,NORTH WEST ROOTS,(208) 598-3318,1520 CENTER ST STE D,,TACOMA,WA,98409-0000,,,,,,true,true,,
521,6035114460010001,413652,KAIDRO,KAIDRO,(360) 628-1400,9630 75TH LN SE STE B,,OLYMPIA,WA,98513-6316,,,,,,true,true,,
522,6034099960010001,413655,STONE AGE GARDENS,STONE AGE GARDENS,(206) 979-3466,50 WEST WESTFIELD COURT #1,,SHELTON,WA,98584-6361,,,,,,true,true,,
523,6033571060010001,413657,CHILIWIST CREEK FARM,CHILIWIST CREEK FARM,(206) 852-8980,1132 NW STATE AVE STE A,STE A,CHEHALIS,WA,98532-1829,,,,,,true,true,,
524,6035124300010001,413664,RJ AG,RJ AG,(509) 876-2301,126 NEWMAN CREEK UNIT 4,,ELMA,WA,98541-9536,,,,,,true,true,,
525,6034295410010001,413665,ROOTWORX,ROOTWORX,(253) 884-0562,190 W PINE ACRES WAY,,SHELTON,WA,98584-8965,,,,,,true,true,,
526,6035120650010002,413667,PERECAN FARM,PERECAN FARM,(360) 778-3832,5373 GUIDE MERIDIAN RD STE C4,STE C4,BELLINGHAM,WA,98226-0000,,,,,,true,true,,
527,6012287380010002,413690,TWO BROTHERS,TWO BROTHERS,(206) 650-2782,12125 TREOSTI RD STE A,,SNOHOMISH,WA,98290-0000,,,,,,true,true,,
528,6033137370010002,413706,GREEN AMERICA,GREEN AMERICA,(206) 402-4149,2205 PARROT WAY SUITE A,,KELSO,WA,98626-5522,,,,,,true,true,,
529,6033495120010001,413712,FORBIDDEN GARDEN,FORBIDDEN GARDEN,(425) 269-2030,17727 59TH AVE NE BLDG 12 #A,,ARLINGTON,WA,98223-6446,,,,,,true,true,,
530,6035634830010001,414027,CRAFT CANNABIS,CRAFT CANNABIS,(206) 372-1289,41305 N GRIFFIN RD STE D,STE D,GRANDVIEW,WA,98930-9688,,,,,,true,true,,
531,6040255980010001,414039,CLANDESTINE CONSULTING,CLANDESTINE CONSULTING,(360) 739-3848,5410 SAXON RD STE A,,ACME,WA,98220-0000,,,,,,true,true,,
532,6033136530010001,414040,LUCKY DEVIL FARMS,LUCKY DEVIL FARMS,(360) 970-8932,3303 S 35TH ST STE B-6,STE B-6,TACOMA,WA,98409-4701,,,,,,true,true,,
533,6033164190010001,414041,DOCANDYETIS,DOCANDYETIS,(360) 790-9241,2407 50TH AVE SW BUILDING 1,,TUMWATER,WA,98512-8007,,,,,,true,true,,
534,6033377130010001,414111,STONEHENGE GARDENS,STONEHENGE GARDENS,(206) 391-2113,470 NE TOONERVILLE DR BLDG 1,,BELFAIR,WA,98528-7705,,,,,,true,true,,
535,6025810750010004,414112,MOTHER NATURE,MOTHER NATURE,(509) 910-9010,4 LOWER AHTANUM RD,,UNION GAP,WA,98903-0000,,,,,,true,true,,
536,6035435410010001,414113,BOTANY 5000,BOTANY 5000,(206) 832-9055,16810 415TH AVE SE BLDG D #2,BUILDING D UNIT 2,GOLD BAR,WA,98251-0000,,,,,,true,true,,
537,6034449940010001,414114,GREEN ZOMBIE,GREEN ZOMBIE,(509) 220-9188,6017 N JULIA ST,,SPOKANE,WA,99217-6584,,,,,,true,true,,
538,6033550850010001,414123,PHARMER IN THE DELL ENTERPRISES,PHARMER IN THE DELL ENTERPRISES,(360) 426-3356,1052 E SOUTH ISLAND DR STE A,,SHELTON,WA,98584-9454,,,,,,true,true,,
539,6033565830010001,414143,METHOW HORTICULTURE,METHOW HORTICULTURE,(509) 449-3306,39 PRAIRIE FLATS RD STE A,,METHOW,WA,98834-9605,,,,,,true,true,,
540,6033568170010001,414145,LAUGHING GRASS MARIJUANA PRODUCTION AND PROCE,LAUGHING GRASS MARIJUANA PRODUCTION AND PROCE,(360) 229-0552,420 E MILLWRIGHT RD,,SHELTON,WA,98584-0000,,,,,,true,true,,
541,6033570590010001,414146,SUPER NATURAL,SUPER NATURAL,(206) 354-7034,23930 OSO LOOP RD STE E,SUITE E,ARLINGTON,WA,98223-6850,,,,,,true,true,,
542,604419210,431182,LAO BAN GREEN GROUP LLC,LAO BAN GREEN GROUP LLC,(206) 409-4552,30121 HILLIS RD STE E,,ARLINGTON,WA,98223-9386,,,,,,true,true,,
543,6033576260010001,414152,MAC GARDEN,MAC GARDEN,(360) 981-6395,212 SE BANJO LN,,SHELTON,WA,98584-9204,,,,,,true,true,,
544,6033576350010001,414153,JOHNNY FARMS,JOHNNY FARMS,(509) 289-9351,5045 ADAMS RD N,,QUINCY,WA,98848-9738,,,,,,true,true,,
545,6020838240010003,414283,MILLICENT,MILLICENT,(509) 933-3081,18076 RD 13.5 SW,,ROYAL CITY,WA,99357-9412,,,,,,true,true,,
546,6022611560010004,414286,FAIRWINDS MANUFACTURING,FAIRWINDS MANUFACTURING,(360) 903-4619,5913 NE 127TH AVE STE 300,,VANCOUVER,WA,98682-5889,,,,,,true,true,,
547,6034087380010001,414287,KUSH FARMS,KUSH FARMS,(360) 356-0329,337 PETERS ST,,RAYMOND,WA,98577-2908,,,,,,true,true,,
548,6034888700010001,414289,EVER GREEN,EVER GREEN,(360) 719-8195,2917 NE 65TH ST,STE H,VANCOUVER,WA,98663-0000,,,,,,true,true,,
549,6033570500010001,414395,GROWSTATE-ONE,GROWSTATE-ONE,(509) 919-3650,922 E 3RD AVE UNIT A,,SPOKANE,WA,99202-4508,,,,,,true,true,,
550,6011729710010003,414463,ANCIENT HERB,ANCIENT HERB,(509) 258-7364,7629 KIMBERLY DR WAY,,FORD,WA,99013-9738,,,,,,true,true,,
551,6034605280010001,414464,EMERALD PEAKS GARDEN,EMERALD PEAKS GARDEN,(206) 963-5184,225 NORTH SILVA ST.,,MOSES LAKE,WA,98837-0000,,,,,,true,true,,
552,6033565860010001,415156,INFLORESCENCE,INFLORESCENCE,(206) 551-7393,3812 E BISMARK AVE,,SPOKANE,WA,99217-0000,,,,,,true,true,,
553,6034771970010001,415456,FILUCY BAY FARMS,FILUCY BAY FARMS,(253) 831-5632,8509 NEPPEL RD NE,,MOSES LAKE,WA,98837-0000,,,,,,true,true,,
554,604560682,432169,BAD DOG FARMS,BAD DOG FARMS,(360) 609-4971,16526 W BLUEBIRD LN STE A,,SPOKANE,WA,99224-9455,,,,,,true,true,,
555,6033197330010002,415665,THUNDER GARDEN,THUNDER GARDEN,(206) 910-3089,99 GREENACRES RD LOT B,LOT B,RIVERSIDE,WA,98849-9625,,,,,,true,true,,
556,6033576300010001,415672,TWISTED SISTERS GARDENS,TWISTED SISTERS GARDENS,(360) 951-3843,9444 LUNDEEN RD SW STE B,STE B,ROCHESTER,WA,98579-9008,,,,,,true,true,,
557,6033520080010001,415680,WASHINGTONS FINEST CANNABIS,WASHINGTONS FINEST CANNABIS,(206) 641-0935,27315 N MONROE RD STE A,,DEER PARK,WA,99006-9774,,,,,,true,true,,
558,6033510790010001,426633,BREEZE TREES LLC,BREEZE TREES LLC,(808) 352-4427,4839 Guide Meridian Ste B,,Bellingham,WA,98226-8082,,,,,,true,true,,
559,6033500760010002,415688,GEORGETOWN CANNABIS CO.,GEORGETOWN CANNABIS CO.,(206) 650-7745,6111 12 AVE S,STE A,SEATTLE,WA,98108-2703,,,,,,true,true,,
560,6034284890010001,415744,PRIME TIME VENTURES,PRIME TIME VENTURES,(253) 843-2880,986 E HAMPTON RD STE 3,STE 3,LIND,WA,98341-9725,,,,,,true,true,,
561,6034886080010001,415750,CLOUD 9 CANNABIS RESEARCH,CLOUD 9 CANNABIS RESEARCH,(509) 276-7717,38818 N HATCH RD SUITE C,,DEER PARK,WA,99006-9107,,,,,,true,true,,
562,6028960890010001,415752,NEW HORIZON HOLDINGS,NEW HORIZON HOLDINGS,(360) 977-3681,1819 SCHURMAN WAY STE 101,STE 101,WOODLAND,WA,98674-9579,,,,,,true,true,,
563,6030137900010001,415754,JDA SECURITY ALLIANCE,JDA SECURITY ALLIANCE,(206) 364-1738,1106 CENTER ST,,TACOMA,WA,98409-8035,,,,,,true,true,,
564,6035238470010001,415761,KUSH GARDEN,KUSH GARDEN,(206) 381-2200,41711 STATE RT 2,#2,GOLD BAR,WA,98251-0000,,,,,,true,true,,
565,603313835,428602,EDGEMONT GROUP LLC,EDGEMONT GROUP LLC,(707) 672-5928,3540 DONEEN RAINEY RD STE B,,EAST WENATCHEE,WA,98802-8600,,,,,,true,true,,
566,6032361080010002,415771,HANG ROOTS,HANG ROOTS,(425) 220-3318,2515 HARTFORD DR STE B,,LAKE STEVENS,WA,98258-0000,,,,,,true,true,358950,2026-04-27T17:23:09.713000
567,6033106510010001,415772,INDOOR ORGANICS,INDOOR ORGANICS,(253) 797-1520,1571 SUMMIT VIEW RD,,CLE ELUM,WA,98922-0000,,,,,,true,true,,
568,6033593420010001,415777,SYMINGTON HOLDINGS II,SYMINGTON HOLDINGS II,(208) 691-7947,669 NORTH RICHARDS RD #Z,,RITZVILLE,WA,99169-0000,,,,,,true,true,,
569,603349824,431375,PLEASANT VALLEY FARMS,PLEASANT VALLEY FARMS,(206) 484-8998,1074 OLD HIGHWAY 97 STE E,STE O,BREWSTER,WA,98812-9682,,,,,,true,true,,
570,6033289310010001,415793,LTDN RESOURCES,LTDN RESOURCES,(509) 808-9727,3804 E FERRY AVE,,SPOKANE,WA,99202-0000,,,,,,true,true,,
571,6033314950010002,415794,RIGHTPATCH WA,RIGHTPATCH WA,(425) 218-3388,2870 OCEAN AVE BLDG #6 STE A,BLDG #6 STE A,RAYMOND,WA,98577-0000,,,,,,true,true,,
572,6033488140010001,415802,TANTUS,TANTUS,(360) 934-5783,1725 OCEAN AVE BLDG 2,,RAYMOND,WA,98577-2813,,,,,,true,true,,
573,6033503040010001,415811,PACIFIC CROWN CULTIVATION,PACIFIC CROWN CULTIVATION,(937) 620-7736,9021 PRATHER RD SW,,CENTRALIA,WA,98531-9716,,,,,,true,true,,
574,6033593460010001,416010,SOUTH BAY MASTER GROWERS,SOUTH BAY MASTER GROWERS,(360) 556-2339,306 S UNION RD STE B,,ELMA,WA,98541-9432,,,,,,true,true,,
575,603580029,416019,SPADYBUD,SPADYBUD,(360) 608-3744,1041 INDUSTRIAL WAY STE 110,STE 110,LONGVIEW,WA,98632-0000,,,,,,true,true,,
576,6033745160010001,416021,MEII,MEII,(360) 888-3552,4200 BOSTON HARBOR RD NE STE A,STE A,OLYMPIA,WA,98506-2439,,,,,,true,true,,
577,6033595670010001,416024,JACK MARTIN TWIGGS,JACK MARTIN TWIGGS,(425) 372-8448,4759 317TH PL SE,,FALL CITY,WA,98024-6637,,,,,,true,true,,
578,6034832020010001,416025,FIREBROS,FIREBROS,(206) 898-5998,4030 22ND AVE W,,SEATTLE,WA,98199-0000,,,,,,true,true,,
579,6030144950010002,416027,UPPER SKAGIT VENTURES,UPPER SKAGIT VENTURES,(360) 856-5104,39549 BAKER LK RD STE A,,CONCRETE,WA,98237-9242,,,,,,true,true,,
580,6033842800010001,416030,NECTAR,NECTAR,(206) 595-8024,43095 CHALLENGER RD LOT 10,LOT 10,CONCRETE,WA,98237-0000,,,,,,true,true,,
581,6034925900010001,416032,CASUAL CANNABIS,CASUAL CANNABIS,(360) 201-1127,3332 MT BAKER HWY,STE A,BELLINGHAM,WA,98226-7500,,,,,,true,true,,
582,6040339700010001,416039,FRESH KIND FARMS,FRESH KIND FARMS,(360) 910-0274,2305 E 5TH ST,,VANCOUVER,WA,98661-0000,,,,,,true,true,,
583,6033586170010001,416046,TIFFANY HILLS COMPANY,TIFFANY HILLS COMPANY,(509) 733-1127,247 GREENACRES RD,,RIVERSIDE,WA,98849-9636,,,,,,true,true,,
584,6033587620010001,416051,GORGE GROWN FARMS,GORGE GROWN FARMS,(541) 490-0988,283 COURTNEY RD STE C,,WHITE SALMON,WA,98672-8811,,,,,,true,true,,
585,6033592400010001,416055,CMJ GROWERS,CMJ GROWERS,(206) 612-8971,5898 MT BAKER HWY B,,DEMING,WA,98244-9585,,,,,,true,true,,
586,6034232790010001,416057,5TH HOUSE FARMS,5TH HOUSE FARMS,(425) 531-1122,19425 OLD HWY 99 SW STE A,,ROCHESTER,WA,98579-9124,,,,,,true,true,,
587,6033599670010001,416061,QUALITY GENETICS,QUALITY GENETICS,(208) 790-1869,1874 BATUM RD N STE 600,STE 600,ODESSA,WA,99159-0000,,,,,,true,true,,
588,6033486860010001,416063,PIONEER PRODUCTION & PROCESSING,PIONEER PRODUCTION & PROCESSING,(206) 228-3888,17835 59TH AVE NE BLDG 8 STE A,,ARLINGTON,WA,98223-6303,,,,,,true,true,,
589,6033557950010001,416144,ACME DIESEL,ACME DIESEL,(206) 384-1905,7019 ROAD 9 NW,STE A,EPHRATA,WA,98823-9722,,,,,,true,true,,
590,6033558010010001,416147,CASCADE,CASCADE,(206) 384-1903,7019 RD 9 NW STE D,,EPHRATA,WA,98823-9722,,,,,,true,true,,
591,6033558200010001,416150,ACME DIESEL,ACME DIESEL,(206) 661-2090,7019 RD 9 NW STE J,,EPHRATA,WA,98823-9722,,,,,,true,true,,
592,6033558490010001,416153,MT BAKER GROWERS,MT BAKER GROWERS,(360) 393-9499,4905 GUIDE MERIDIAN RD,#3,BELLINGHAM,WA,98226-9109,,,,,,true,true,,
593,6035781130010001,416155,WICKED WEED,WICKED WEED,(813) 784-1028,13026 W MCFARLANE RD,UNIT C1-3,AIRWAY HEIGHTS,WA,99001-0000,,,,,,true,true,,
594,6034448150010001,416158,SUNSCREEN LLC,SUNSCREEN LLC,(509) 690-7331,1106 CANNON WAY,,COLVILLE,WA,99114-8701,,,,,,true,true,,
595,6034947310010001,416159,DIAMOND SKY LLC,DIAMOND SKY LLC,(425) 299-0017,3163 GOLDIE RD,BLDG B STE 7,OAK HARBOR,WA,98277-2729,,,,,,true,true,,
596,6031001390010001,416163,HERBIN SOLUTIONS,HERBIN SOLUTIONS,(360) 990-1296,52433 HWY 112 STE B,STE B,PORT ANGELES,WA,98363-9724,,,,,,true,true,,
597,6035518290010001,416174,DIAMOND TREE,DIAMOND TREE,(206) 321-6173,2524 N MACHIAS RD UNIT B,,LAKE STEVENS,WA,98258-0000,,,,,,true,true,,
598,6035197560010001,416175,AUTREES NURSERY,AUTREES NURSERY,(206) 226-3222,3171 GOLDIE RD BLDG E,,OAK HARBOR,WA,98277-2732,,,,,,true,true,,
599,6041105480010001,416176,ROGUE FARMS,ROGUE FARMS,(206) 384-0779,14626 COUNTRY LN STE B,,YELM,WA,98597-9150,,,,,,true,true,,
